id,question,subset,expected_document,erreur,duree_secondes,documents_recuperes,rang_document_attendu,nombre_passages,candidats_recuperes,reranking_utilise,contexte_insuffisant,motif_absence,perimetre_statut,perimetre_contraignant,perimetre_libelle,hit@1,precision@1,recall@1,mrr@1,map@1,hit@3,precision@3,recall@3,mrr@3,map@3,hit@5,precision@5,recall@5,mrr@5,map@5,hit@10,precision@10,recall@10,mrr@10,map@10
paper_tab:c2d1387e08cf25cb6b1f482178cca58030e85b70,Do they test both skipgram and c-bow?,paper_tab,2003.11645.pdf,,0.111,200311645|170203342|160304513|190512260|191112579|170100185|170706939|200306044|180709671|190909270,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:c69f4df4943a2ca4c10933683a02b179a5e76f64,What approach performs better in experiments global latent or sequence of fine-grained latent variables?,paper_tab,2003.12738.pdf,,0.112,190911687|181007091|190601840|170307090|181210479|191109845|190209314|190908824|200105467|160700410,19.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:d3dbb5c22ef204d85707d2d24284cc77fa816b6c,What other models do they compare to?,paper_tab,1809.09194.pdf,,0.111,191109845|190703060|200304866|181206864|200105493|190108079|191203627|190512801|200311562|200311645,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:d509081673f5667060400eb325a8050fa5db7cc8,How big was the corpora they trained ELMo on?,paper_tab,1909.03135.pdf,,0.116,191110049|190903135|180809920|190410503|180705154|190209314|190605474|190102262|190908824|200311645,2.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.2,1.0,0.5,0.5,1.0,0.1,1.0,0.5,0.5
paper_tab:d60a3887a0d434abc0861637bbcd9ad0c596caf4,What semantic rules are proposed?,paper_tab,1706.08032.pdf,,0.116,200303612|200304866|200108051|170501214|181206705|181010797|191011235|170109123|200105970|191103243,17.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:d8de12f5eff64d0e9c9e88f6ebdabc4cdf042c22,How much gain does the model achieve with pretraining MVCNN?,paper_tab,1603.04513.pdf,,0.116,160304513|160300968|170307090|190805434|191102086|200205829|190101010|200106888|190801294|190506566,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:dac2591f19f5bbac3d4a7fa038ff7aa09f6f0d96,what are the three methods presented in the paper?,paper_tab,1911.08976.pdf,,0.117,170203342|170100185|191200667|191112569|190908089|200106888|161103382|180709671|200303044|191005608,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:e5c8e9e54e77960c8c26e8e238168a603fcdfcc6,Does the algorithm improve on the state-of-the-art methods?,paper_tab,1911.07555.pdf,,0.115,200100137|200306279|191105153|190806151|200404721|160602006|191014599|160307044|160700410|190109755,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_tab:e63bde5c7b154fbe990c3185e2626d13a1bad171,What is the performance achieved on NarrativeQA?,paper_tab,1901.02262.pdf,,0.114,190102262|160307044|200306279|190108079|190908041|190508949|191210435|170902271|180206024|200404228,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_tab:e9d9bb87a5c4faa965ceddd98d8b80d4b99e339e,How much do they outperform previous state-of-the-art?,paper_tab,1903.09588.pdf,,0.114,200404721|180903449|181206864|200306044|180900530|190901638|190806151|190909484|180208636|190901958,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:051df74dc643498e95d16e58851701628fdfd43e,How did they obtain the OSG dataset?,paper_text,1911.01371.pdf,,0.113,190805828|191006036|181007091|190807816|180407789|190801294|190109755|191203627|181206705|191004269,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:0716b481b78d80b012bca17c897c62efbe7f3731,Do they report results only on English data?,paper_text,1901.03438.pdf,,0.161,190109755|170109123|190909587|191103058|191106191|190511901|191208320|180407789|161100514|171009589,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:0c234db3b380c27c4c70579a5d6948e1e3b24ff1,What architecture does the decoder have?,paper_text,1809.01541.pdf,,0.16,191013215|200210832|161104798|190913668|190607701|191106191|190806151|180408050|191210011|180700868,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:10ddac87daf153cf674589cc1c64a795907d5d9a,How much better is performance of the proposed model compared to the state of the art in these various experiments?,paper_text,1912.07976.pdf,,0.157,191105153|190801060|160700410|190601840|180904960|181005241|190102262|170608032|191200667|190806151,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:1329280df5ee9e902b2742bde4a97bc3e6573ff3,Is datasets for sentiment analysis balanced?,paper_text,2002.04181.pdf,,0.161,171004203|191112569|200212612|191011769|170608032|190911297|190209314|200101269|200100137|200403925,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:1835f65694698a9153857e33cd9b86a96772fff5,Does the paper report the performance on the task of a Neural Machine Translation model?,paper_text,1911.03270.pdf,,0.157,191010408|161104798|190511901|180604511|190311437|190300058|190101010|191010781|191013890|160600189,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:1dac4bc5af239024566fcb0f43bb9ff1c248ecec,Did they used dataset from another domain for evaluation?,paper_text,1909.03582.pdf,,0.16,180604511|180900530|190311437|191208320|180407789|170109123|160301987|190709369|170809609|190108079,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:1ef5fc4473105f1c72b4d35cf93d312736833d3d,Do they provide decision sequences as supervision while training models?,paper_text,1908.10449.pdf,,0.116,191106171|191103597|170307090|200205058|191102086|180904960|191005752|190806606|170100185|181210479,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:20df24165b881f97dc1ac32f343939554dd68011,What is the baseline machine learning prediction approach?,paper_text,1801.02243.pdf,,0.114,191113066|200210361|191201214|160600189|170703569|190101010|181210479|191203627|191004006|170103051,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:21cbcd24863211b02b436f21deaf02125f34da4c,On which dataset is model trained?,paper_text,1909.00107.pdf,,0.114,191102711|181206864|161203226|191208320|191213109|191008772|170306492|190506566|181206705|191014599,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:2916bbdb95ef31ab26527ba67961cf5ec94d6afe,How large is the corpus?,paper_text,2003.13032.pdf,,0.114,191106191|200201320|190806151|200101269|190801060|191108829|170109123|191112579|191210167|160700410,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:31735ec3d83c40b79d11df5c34154849aeb3fb47,Who were the human evaluators used?,paper_text,2002.03407.pdf,,0.114,191208320|200205058|190807816|191101799|190900279|200303014|200401980|171004203|170706939|190909270,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:31ee92e521be110b6a5a8d08cc9e6f90a3a97aae,Does the paper discuss previous models which have been applied to the same task?,paper_text,2001.07209.pdf,,0.116,190108079|160304513|160504655|190401608|191208320|190909484|200206424|180809920|181112254|200105467,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:34dc0838632d643f33c8dbfe7bd4b656586582a2,What are the baseline models?,paper_text,1909.00105.pdf,,0.116,191113066|160600189|190512801|160507683|170703569|191004006|160301987|191203627|191010408|180105147,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:352a1bf734b2d7f0618e9e2b0dbed4a3f1787160,Do they evaluate existing methods in terms of desired properties?,paper_text,1811.01399.pdf,,0.115,160602006|200105467|190806606|180906537|191107555|180909795|170109123|181206705|190705403|200205058,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:37c7c62c9216d6cf3d0858cf1deab6db4b815384,how was annotation done?,paper_text,1704.02385.pdf,,0.117,170809609|190401608|200307723|200304032|191108829|180804614|180407789|200304642|191011769|171004203,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:41b2355766a4260f41b477419d44c3fd37f3547d,What are the existing biases?,paper_text,1910.12574.pdf,,0.116,200303014|160506083|200107209|191011235|200210361|200212612|190808717|190800153|200303612|160300968,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:42d66726b5bf8de5b0265e09d76f5ab00c0e851a,what datasets did they use?,paper_text,1910.11790.pdf,,0.114,190807816|181206705|170910367|190601183|190907734|191010781|161103599|191004269|191011790|190709369,9.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.1111111111111111,0.1111111111111111
paper_text:450a359d117bcfa2de4ffd987f787945f25b3b25,How do they compute corpus-level embeddings?,paper_text,1908.01060.pdf,,0.113,170203342|190801060|191112579|190805828|160804207|200101269|180909194|200306279|191010869|190512260,2.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.2,1.0,0.5,0.5,1.0,0.1,1.0,0.5,0.5
paper_text:49c32a2a64eb41381e5f12ccea4150cac9f3303d,What other evaluation metrics are looked at?,paper_text,1701.05574.pdf,,0.112,191113066|170100185|191210011|191208960|200205058|180905752|200401980|190209314|190801294|190807816,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:4d60e9494a412d581bd5e85f4e78881914085afc,What empirical data are the Blending Game predictions compared to?,paper_text,1602.03661.pdf,,0.112,191210011|191102711|200303612|200205058|170708559|200401878|190805434|181210479|191008772|190512801,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:4e468ce13b7f6ac05371c62c08c3cec1cd760517,Do they allow for messages with vaccination-related key terms to be of neutral stance?,paper_text,1909.00338.pdf,,0.132,190209666|200403925|200402192|190907734|200303014|200308385|190807816|161103599|190806083|191008210,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:540e9db5595009629b2af005e3c06610e1901b12,How was a quality control performed so that the text is noisy but the annotations are accurate?,paper_text,1706.09147.pdf,,0.158,190909270|200100137|191006748|170706939|190907734|200107820|190311437|200201320|161000879|200304032,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:58d50567df71fa6c3792a0964160af390556757d,Does the dataset contain content from various social media platforms?,paper_text,1912.13109.pdf,,0.163,200212612|190903242|200303612|161000879|190801294|191003814|170910367|200106888|191213109|181102906,9.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.1111111111111111,0.1111111111111111
paper_text:5bcc12680cf2eda2dd13ab763c42314a26f2d993,What evaluation metrics were used in the experiment?,paper_text,1912.01046.pdf,,0.16,191112569|190807816|191113066|190209314|200205058|191210011|191102711|191004006|190902764|191213109,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:5be62428f973a08c303c66018b081ad140c559c8,What is the model accuracy?,paper_text,2001.02214.pdf,,0.166,190209314|180900530|200311645|191102086|191014599|181210479|200403744|160504655|170306492|191013890,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:62736ad71c76a20aee8e003c462869bab4ab4b1e,How is order of binomials tracked across time?,paper_text,2003.03612.pdf,,0.164,200303612|200304032|170109123|200107209|191210011|200106888|181210479|200206424|191106964|200105493,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_text:649d6dc076251547aece6532f75d00fc99081d2b,What are least important components identified in the the training of VQA models?,paper_text,2002.05104.pdf,,0.164,170306492|200210832|170406194|180809920|191109845|191102086|190108079|191210011|190508949|170704662,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:6548db45fc28e8a8b51f114635bad14a13eaec5b,Which GAN do they use?,paper_text,1712.09127.pdf,,0.161,180611432|190311437|191109845|200205058|190508949|170307090|181112254|161203226|191003634|191004269,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:6e4505609a280acc45b0a821755afb1b3b518ffd,What evaluation metric is used?,paper_text,1911.09483.pdf,,0.116,191113066|191210011|191103310|170100185|200205058|191208960|190807816|200107820|190909484|191013890,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:770aeff30846cd3d0d5963f527691f3685e8af02,Do they fine-tune their model on the end task?,paper_text,1806.02847.pdf,,0.113,200205829|190806606|160504655|180901541|160307044|160507683|191010781|180611432|190903405|190209314,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:78a5546e87d4d88e3d9638a0a8cd0b7debf1f09d,What functionality does Macaw provide?,paper_text,1912.08904.pdf,,0.112,190909484|180408050|190108079|191013215|200106888|190403288|200304642|180703367|180903449|180909194,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:7b4fb6da74e6bd1baea556788a02969134cf0800,Do they train their model starting from a checkpoint?,paper_text,1909.03405.pdf,,0.115,200205058|191100523|180611432|180407789|191103597|161203226|190101010|170307090|191014599|181003459,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:7e38e0279a620d3df05ab9b5e2795044f18d4471,What cyberbulling topics did they address?,paper_text,1801.06482.pdf,,0.113,161205310|190209666|200105493|190806083|170809609|191003814|190800153|191208320|200105970|191105153,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:7fa3c2c0cf7f559d43e84076a9113a390c5ba03a,Did they collect their own datasets?,paper_text,1608.01884.pdf,,0.112,190807816|190902764|191208320|190903242|191203627|161000879|191113066|160309631|170703904|191101799,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:868c69c8f623e30b96df5b5c8336070994469f60,Where does the data in CoLA come from?,paper_text,1901.03438.pdf,,0.115,191103343|160806757|190109755|170109123|191203804|190108079|180804614|180305223|200105493|200206424,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:86e3136271a7b93991c8de5d310ab15a6ac5ab8c,"How is human evaluation performed, what were the criteria?",paper_text,1911.09845.pdf,,0.114,200401980|200205058|200303014|191101799|200210832|190807816|190908824|191109845|191208320|190900279,8.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.125,0.125
paper_text:8740c3000e740ac5c0bc8f329d908309f7ffeff6,What three conversational datasets are used for evaluation?,paper_text,2003.12738.pdf,,0.115,161100514|190807816|190907734|191010781|191200819|190811279|181112254|190808717|191011790|170905413,20.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:8db45a8217f6be30c31f9b9a3146bf267de68389,What are other approaches into creating compositional generalization benchmarks?,paper_text,1912.09713.pdf,,0.116,200305377|200304642|190911189|170203342|170307090|190102262|190209393|191208960|170809609|191003634,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:8fcbae7c3bd85034ae074fa58a35e773936edb5b,what was their baseline comparison?,paper_text,1608.03902.pdf,,0.116,190311437|160600189|190300058|191010408|161007809|190601183|161104798|180900530|180709671|191006748,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:90741b227b25c42e0b81a08c279b94598a25119d,What is their definition of hate speech?,paper_text,1710.07395.pdf,,0.113,191003814|180910644|191005608|200402192|200210361|190800153|190209666|191213109|181102906|200303014,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:90d946ccc3abf494890e147dd85bd489b8f3f0e8,what bias evaluation metrics are used?,paper_text,1905.12801.pdf,,0.115,191113066|190512801|191112569|191109483|200210361|191013890|191210011|190801294|190601183|190807816,2.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.2,1.0,0.5,0.5,1.0,0.1,1.0,0.5,0.5
paper_text:94bee0c58976b58b4fef9e0adf6856fe917232e5,How much bigger is Switchboard-2000 than Switchboard-300 database?,paper_text,2001.07263.pdf,,0.113,160804207|191010781|200311645|191200819|190904453|191014537|160304513|161100514|161103382|200304866,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:95d98b2a7fbecd1990ec9a070f9d5624891a4f26,What is the size of the dataset?,paper_text,1804.08094.pdf,,0.111,190807816|180900540|190908089|191102821|180900530|170100185|181007091|190908041|180904960|181112254,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:99a10823623f78dbff9ccecb210f187105a196e9,What were the word embeddings trained on?,paper_text,1810.04528.pdf,,0.114,190209314|170706939|161102550|160300968|191113066|190608382|190900175|191103058|160304513|200107209,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:9c68d6d5451395199ca08757157fbfea27f00f69,Which OpenIE systems were used?,paper_text,1802.05574.pdf,,0.113,180107804|190912140|190608382|191006036|200110161|170306492|191103597|181206864|200210832|170501214,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:a5dd569e6d641efa86d2c2b2e970ce5871e0963f,Which popular clustering methods did they experiment with?,paper_text,1701.00185.pdf,,0.113,190408386|170109123|170100185|190109755|180900540|191111750|200311645|190905890|180709671|191200667,3.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,0.3333333333333333,0.3333333333333333
paper_text:a9c5252173d3df1c06c770c180a77520de68531b,what are the evaluation datasets?,paper_text,1705.00108.pdf,,0.11,170703904|190410503|191103243|191113066|190808345|180904960|190903242|180703367|171004203|191011769,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:abebf9c8c9cf70ae222ecb1d3cabf8115b9fc8ac,What controversial topics are experimented with?,paper_text,2001.09899.pdf,,0.112,160301987|191206262|200403034|200107209|200105970|180909795|200303612|180904960|161205310|190911189,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:ace60950ccd6076bf13e12ee2717e50bc038a175,How are the two different models trained?,paper_text,1905.01962.pdf,,0.113,190806606|180904960|170307090|191106191|200205058|180611432|190902480|181003459|191106171|181102906,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:ad362365656b0b218ba324ae60701eb25fe664c1,What latent variables are modeled in the PCFG?,paper_text,1601.06068.pdf,,0.117,191109845|190801294|180407789|191006036|200312738|190908824|190902480|161203226|191210011|180105147,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:b5bfa6effdeae8ee864d7d11bc5f3e1766171c2d,Which regions of the United States do they consider?,paper_text,1803.09745.pdf,,0.122,190101010|200303612|190903242|180902494|170910367|200303014|200304642|180206024|170203342|170503487,11.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:b5e4866f0685299f1d7af267bbcc4afe2aab806f,what is the source of the news sentences?,paper_text,1810.08699.pdf,,0.113,200403788|181210479|200401980|190903582|161104798|160600189|180802022|190908089|200404228|200212612,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:bb3267c3f0a12d8014d51105de5d81686afe5f1b,Which datasets do they use?,paper_text,1811.08603.pdf,,0.114,190807816|190601183|170910367|181206705|190903242|190109755|170703904|191004269|191010781|190907734,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:c00ce1e3be14610fb4e1f0614005911bb5ff0302,What activation function do they use in their model?,paper_text,1910.06592.pdf,,0.158,170203274|200105493|180611432|181112254|190403288|170703569|190209314|200105467|191106191|190909484,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:c49ee6ac4dc812ff84d255886fd5aff794f53c39,Do the authors report results only on English data?,paper_text,1604.00400.pdf,,0.114,190109755|191103058|191208320|170109123|190909587|200404721|191106191|190511901|190806606|180604511,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
