id,question,subset,expected_document,document_indexe,page_gold,plafond,atteint,couverture_relative,rang_premier_utile,passages_utiles,passages_pour_80pct,recouvrement_ngrammes,jetons_gold,erreur,passages_total,passages_du_document,document_retrouve,pages_recuperees,page_gold_atteinte,couverture_suffisante,duree_secondes
paper_text:ace60950ccd6076bf13e12ee2717e50bc038a175,How are the two different models trained?,paper_text,1905.01962.pdf,False,,1.0,0.0,0.0,,0,,0.0,87,,12,0,False,,,False,1.397
paper_text:ad362365656b0b218ba324ae60701eb25fe664c1,What latent variables are modeled in the PCFG?,paper_text,1601.06068.pdf,False,,1.0,0.0,0.0,,0,,0.0,41,,12,0,False,,,False,1.006
paper_text:b5bfa6effdeae8ee864d7d11bc5f3e1766171c2d,Which regions of the United States do they consider?,paper_text,1803.09745.pdf,True,,0.9791666666666666,0.0,0.0,,0,,0.0,48,,8,0,False,,,False,1.402
paper_text:b5e4866f0685299f1d7af267bbcc4afe2aab806f,what is the source of the news sentences?,paper_text,1810.08699.pdf,False,,1.0,0.0,0.0,,0,,0.0,104,,8,0,False,,,False,1.421
paper_text:bb3267c3f0a12d8014d51105de5d81686afe5f1b,Which datasets do they use?,paper_text,1811.08603.pdf,False,,1.0,0.0,0.0,,0,,0.0,97,,8,0,False,,,False,1.384
paper_text:c00ce1e3be14610fb4e1f0614005911bb5ff0302,What activation function do they use in their model?,paper_text,1910.06592.pdf,False,,1.0,0.0,0.0,,0,,0.0,94,,7,0,False,,,False,1.326
paper_text:c49ee6ac4dc812ff84d255886fd5aff794f53c39,Do the authors report results only on English data?,paper_text,1604.00400.pdf,False,,1.0,0.0,0.0,,0,,0.0,74,,7,0,False,,,False,1.346
paper_text:c4b5cc2988a2b91534394a3a0665b0c769b598bb,How do they define local variance?,paper_text,1910.11491.pdf,False,,1.0,0.0,0.0,,0,,0.0,82,,8,0,False,,,False,1.342
paper_text:ccf7415b515fe5c59fa92d4a8af5d2437c591615,Why does proposed term help to avoid posterior collapse?,paper_text,1909.13668.pdf,True,,0.8431372549019608,0.5294117647058824,0.627906976744186,1.0,6,,0.04285714285714286,51,,12,9,True,1|2,,False,1.009
paper_text:cd1792929b9fa5dd5b1df0ae06fc6aece4c97424,Is an entity linking process used?,paper_text,1704.05572.pdf,False,,1.0,0.0,0.0,,0,,0.0,70,,11,0,False,,,False,1.212
paper_text:cfbec1ef032ac968560a7c76dec70faf1269b27c,What does KBQA abbreviate for,paper_text,1704.06194.pdf,True,,0.8375,0.8125,0.9701492537313433,1.0,4,3.0,0.5419847328244275,80,,7,4,True,1|2,,True,1.308
paper_text:d015faf0f8dcf2e15c1690bbbe2bf1e7e0ce3751,What kinds of offensive content are explored?,paper_text,1902.09666.pdf,True,,0.8484848484848485,0.3787878787878788,0.4464285714285714,1.0,4,,0.012295081967213115,132,,7,4,True,1|3,,False,1.337
paper_text:db9021ddd4593f6fadf172710468e2fdcea99674,What additional techniques are incorporated?,paper_text,1910.11471.pdf,False,,1.0,0.0,0.0,,0,,0.0,72,,9,0,False,,,False,1.363
paper_text:e755fb599690d0d0c12ddb851ac731a0a7965797,Which six languages are experimented with?,paper_text,1901.09755.pdf,True,,0.9885057471264368,0.4942528735632184,0.5,4.0,2,,0.03546099290780142,87,,12,2,True,3|5,,False,1.325
paper_text:e76139c63da0f861c097466983fbe0c94d1d9810,Is the model presented in the paper state of the art?,paper_text,1603.04553.pdf,False,,1.0,0.0,0.0,,0,,0.0,86,,7,0,False,,,False,1.288
paper_text:e9cf1b91f06baec79eb6ddfd91fc5d434889f652,What commands does their setup provide to models seeking information?,paper_text,1908.10449.pdf,False,,1.0,0.0,0.0,,0,,0.0,55,,8,0,False,,,False,1.423
paper_text:ed6462da17c553bda112ef35917fefe6942fce3c,What are all machine learning approaches compared in this work?,paper_text,1909.09018.pdf,False,,1.0,0.0,0.0,,0,,0.0,142,,7,0,False,,,False,1.424
paper_text:ee7e9a948ee6888aa5830b1a3d0d148ff656d864,What is the size of the Airbnb?,paper_text,1806.11432.pdf,True,,0.8095238095238095,0.7142857142857143,0.8823529411764706,1.0,4,3.0,0.4840764331210191,84,,12,4,True,1|2|7,,True,1.121
paper_text:ef04182b6ae73a83d52cb694cdf4d414c81bf1dc,What dataset did they use?,paper_text,2003.04973.pdf,False,,1.0,0.0,0.0,,0,,0.0,71,,7,0,False,,,False,1.236
paper_text:f5707610dc8ae2a3dc23aec63d4afa4b40b7ec1e,What are resolution model variables?,paper_text,1603.04553.pdf,False,,1.0,0.0,0.0,,0,,0.0,107,,9,0,False,,,False,1.407
paper_text:f6556d2a8b42b133eaa361f562745edbe56c0b51,Is the LSTM bidirectional?,paper_text,1909.13362.pdf,False,,1.0,0.0,0.0,,0,,0.0,57,,12,0,False,,,False,1.153
paper_text:f7ed3b9ed469ed34f46acde86b8a066c52ecf430,Which matrix factorization methods do they use?,paper_text,1805.03710.pdf,True,,0.7254901960784313,0.23529411764705882,0.32432432432432434,8.0,1,,0.0,51,,8,1,True,2,,False,1.417
paper_text:fbd47705262bfa0a2ba1440a2589152def64cbbd,By how much did their model outperform the baseline?,paper_text,1810.00663.pdf,False,,1.0,0.0,0.0,,0,,0.0,84,,8,0,False,,,False,1.257
paper_text:fc29bb14f251f18862c100e0d3cd1396e8f2c3a1,Are agglutinative languages used in the prediction of both prefixing and suffixing languages?,paper_text,1910.05456.pdf,False,,1.0,0.0,0.0,,0,,0.0,126,,6,0,False,,,False,1.447
paper_text:fe578842021ccfc295209a28cf2275ca18f8d155,Which machine learning models are used?,paper_text,1904.07342.pdf,False,,1.0,0.0,0.0,,0,,0.0,67,,7,0,False,,,False,1.4
